,match_id,date,home_team,away_team,home_score,away_score,home_possession_%,away_possession_%,home_shots_on_target,away_shots_on_target,home_shots,away_shots,home_touches,away_touches,home_passes,away_passes,home_tackles,away_tackles,home_clearances,away_clearances,home_corners,away_corners,home_offsides,away_offsides,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,home_fouls_conceded,away_fouls_conceded
266,59162,03/06/2021,Sheffield Utd,Southampton,0,2,50.9,49.1,2.0,7.0,8.0,15.0,589.0,593.0,393.0,390.0,16.0,17.0,21.0,23.0,7.0,3.0,2.0,2.0,4.0,3.0,,,17.0,11.0
267,59163,03/07/2021,Spurs,Crystal Palace,4,1,64.2,35.8,5.0,1.0,12.0,5.0,887.0,545.0,690.0,373.0,27.0,18.0,20.0,11.0,1.0,5.0,1.0,4.0,2.0,3.0,,,8.0,17.0
268,59164,03/07/2021,West Brom,Newcastle,0,0,52.8,47.2,3.0,5.0,13.0,9.0,619.0,561.0,396.0,365.0,11.0,17.0,21.0,30.0,9.0,7.0,1.0,1.0,,,,,11.0,10.0
269,59165,03/08/2021,West Ham,Leeds,2,0,34.7,65.3,5.0,2.0,16.0,17.0,458.0,721.0,276.0,528.0,14.0,19.0,17.0,11.0,6.0,6.0,1.0,1.0,1.0,1.0,,,9.0,9.0
270,59166,03/14/2021,Arsenal,Spurs,2,1,52.6,47.4,3.0,3.0,13.0,6.0,697.0,662.0,519.0,482.0,20.0,18.0,8.0,24.0,6.0,3.0,0.0,1.0,1.0,2.0,0.0,1.0,12.0,14.0
271,59167,03/13/2021,Crystal Palace,West Brom,1,0,44.3,55.7,4.0,1.0,6.0,12.0,527.0,614.0,324.0,397.0,17.0,19.0,32.0,20.0,3.0,2.0,1.0,1.0,3.0,1.0,,,16.0,15.0
272,59168,03/13/2021,Everton,Burnley,1,2,65.5,34.5,4.0,5.0,14.0,14.0,721.0,480.0,547.0,291.0,8.0,6.0,12.0,28.0,7.0,4.0,2.0,1.0,0.0,4.0,,,9.0,6.0
273,59169,03/13/2021,Fulham,Man City,0,3,46.1,53.9,0.0,7.0,3.0,8.0,632.0,724.0,444.0,529.0,22.0,20.0,7.0,15.0,4.0,2.0,1.0,3.0,,,,,14.0,13.0
274,59170,03/13/2021,Leeds,Chelsea,0,0,37.7,62.3,4.0,8.0,7.0,15.0,545.0,797.0,330.0,588.0,13.0,17.0,14.0,20.0,8.0,5.0,5.0,3.0,3.0,0.0,,,16.0,6.0
275,59171,03/14/2021,Leicester,Sheffield Utd,5,0,71.7,28.3,10.0,0.0,19.0,1.0,928.0,457.0,750.0,291.0,19.0,14.0,10.0,20.0,9.0,1.0,2.0,0.0,0.0,2.0,,,10.0,9.0
276,59172,03/14/2021,Man Utd,West Ham,1,0,61.8,38.2,4.0,0.0,15.0,7.0,843.0,595.0,684.0,411.0,13.0,13.0,14.0,26.0,6.0,2.0,0.0,2.0,4.0,0.0,,,12.0,2.0
277,59173,03/12/2021,Newcastle,Aston Villa,1,1,49.2,50.8,3.0,6.0,12.0,15.0,595.0,635.0,392.0,411.0,20.0,16.0,18.0,30.0,2.0,2.0,0.0,4.0,2.0,3.0,,,10.0,10.0
278,59174,03/14/2021,Southampton,Brighton,1,2,59.4,40.6,4.0,6.0,9.0,8.0,690.0,535.0,492.0,330.0,13.0,24.0,18.0,22.0,4.0,5.0,1.0,1.0,,,,,11.0,10.0
279,59175,03/15/2021,Wolves,Liverpool,0,1,52.7,47.3,5.0,4.0,10.0,12.0,714.0,667.0,508.0,467.0,18.0,14.0,13.0,26.0,3.0,2.0,2.0,1.0,2.0,1.0,,,17.0,10.0
280,59176,03/20/2021,Brighton,Newcastle,3,0,65.3,34.7,6.0,1.0,11.0,3.0,867.0,532.0,728.0,382.0,16.0,11.0,4.0,15.0,3.0,1.0,2.0,1.0,0.0,1.0,,,12.0,5.0
281,59177,03/03/2021,Burnley,Leicester,1,1,38.9,61.1,7.0,4.0,12.0,16.0,522.0,746.0,351.0,571.0,8.0,9.0,13.0,31.0,5.0,8.0,3.0,2.0,0.0,2.0,,,6.0,12.0
282,59178,03/03/2021,Crystal Palace,Man Utd,0,0,37.0,63.0,2.0,1.0,8.0,11.0,544.0,781.0,353.0,600.0,19.0,6.0,25.0,11.0,4.0,6.0,1.0,2.0,1.0,0.0,,,4.0,13.0
283,59179,03/19/2021,Fulham,Leeds,1,2,51.2,48.8,6.0,4.0,13.0,13.0,590.0,573.0,339.0,319.0,20.0,25.0,32.0,39.0,13.0,7.0,1.0,4.0,2.0,2.0,,,13.0,12.0
284,59180,03/04/2021,Liverpool,Chelsea,0,1,54.2,45.8,1.0,5.0,7.0,11.0,853.0,738.0,656.0,549.0,14.0,19.0,14.0,30.0,5.0,2.0,1.0,4.0,,,,,9.0,8.0
285,59181,03/02/2021,Man City,Wolves,4,1,72.1,27.9,10.0,1.0,22.0,6.0,954.0,485.0,798.0,309.0,14.0,17.0,2.0,26.0,10.0,2.0,3.0,1.0,0.0,1.0,,,9.0,5.0
286,59182,03/03/2021,Sheffield Utd,Aston Villa,1,0,28.2,71.8,2.0,4.0,9.0,16.0,443.0,838.0,263.0,641.0,13.0,9.0,47.0,9.0,2.0,7.0,1.0,1.0,1.0,0.0,1.0,0.0,13.0,6.0
287,59183,04/21/2021,Spurs,Southampton,2,1,61.7,38.3,3.0,5.0,12.0,10.0,833.0,583.0,610.0,371.0,18.0,29.0,13.0,16.0,5.0,5.0,2.0,0.0,2.0,1.0,,,10.0,14.0
288,59184,03/04/2021,West Brom,Everton,0,1,48.1,51.9,3.0,3.0,11.0,11.0,670.0,704.0,450.0,500.0,9.0,20.0,22.0,31.0,3.0,3.0,3.0,2.0,3.0,1.0,,,9.0,7.0
289,59185,03/21/2021,West Ham,Arsenal,3,3,36.9,63.1,5.0,7.0,15.0,16.0,516.0,785.0,348.0,606.0,12.0,10.0,20.0,21.0,3.0,5.0,1.0,0.0,3.0,1.0,,,18.0,8.0
290,59186,04/03/2021,Arsenal,Liverpool,0,3,35.8,64.2,2.0,7.0,3.0,16.0,556.0,879.0,395.0,703.0,21.0,18.0,24.0,10.0,1.0,2.0,0.0,3.0,1.0,1.0,,,10.0,10.0
291,59187,04/04/2021,Aston Villa,Fulham,3,1,52.5,47.5,4.0,7.0,14.0,15.0,633.0,582.0,418.0,384.0,15.0,23.0,11.0,25.0,4.0,4.0,5.0,2.0,1.0,2.0,,,14.0,20.0
292,59188,04/03/2021,Chelsea,West Brom,2,5,66.2,33.8,8.0,7.0,18.0,14.0,756.0,505.0,581.0,297.0,17.0,19.0,11.0,24.0,10.0,3.0,1.0,4.0,1.0,1.0,1.0,0.0,11.0,6.0
293,59189,04/05/2021,Everton,Crystal Palace,1,1,47.5,52.5,7.0,6.0,15.0,13.0,640.0,687.0,459.0,512.0,16.0,17.0,19.0,10.0,3.0,4.0,2.0,1.0,2.0,0.0,,,10.0,10.0
294,59190,04/03/2021,Leeds,Sheffield Utd,2,1,54.1,45.9,8.0,1.0,23.0,9.0,688.0,608.0,491.0,410.0,15.0,17.0,12.0,22.0,5.0,7.0,1.0,1.0,1.0,2.0,,,12.0,13.0
295,59191,04/03/2021,Leicester,Man City,0,2,43.8,56.2,2.0,4.0,5.0,11.0,619.0,739.0,452.0,571.0,19.0,14.0,12.0,6.0,1.0,1.0,3.0,1.0,2.0,3.0,,,13.0,12.0
296,59192,04/04/2021,Man Utd,Brighton,2,1,57.7,42.3,7.0,3.0,15.0,5.0,792.0,631.0,604.0,436.0,13.0,20.0,17.0,19.0,5.0,6.0,0.0,2.0,2.0,2.0,,,14.0,7.0
297,59193,04/04/2021,Newcastle,Spurs,2,2,41.2,58.8,6.0,5.0,22.0,11.0,547.0,714.0,348.0,521.0,11.0,14.0,19.0,24.0,7.0,3.0,1.0,3.0,3.0,2.0,,,13.0,14.0
298,59194,04/04/2021,Southampton,Burnley,3,2,53.4,46.6,9.0,5.0,24.0,7.0,634.0,558.0,424.0,352.0,14.0,18.0,39.0,28.0,6.0,7.0,0.0,1.0,,,,,11.0,10.0
299,59195,04/05/2021,Wolves,West Ham,2,3,66.1,33.9,5.0,6.0,20.0,9.0,826.0,499.0,628.0,322.0,20.0,11.0,14.0,21.0,4.0,2.0,1.0,1.0,1.0,4.0,,,9.0,9.0
300,59196,04/12/2021,Brighton,Everton,0,0,55.2,44.8,3.0,1.0,23.0,8.0,676.0,592.0,503.0,400.0,18.0,7.0,16.0,21.0,10.0,3.0,0.0,1.0,1.0,2.0,,,12.0,7.0
301,59197,04/11/2021,Burnley,Newcastle,1,2,57.1,42.9,4.0,5.0,24.0,10.0,645.0,553.0,445.0,342.0,12.0,10.0,9.0,41.0,13.0,3.0,0.0,2.0,1.0,0.0,,,11.0,12.0
302,59198,04/10/2021,Crystal Palace,Chelsea,1,4,35.7,64.3,1.0,10.0,1.0,23.0,601.0,962.0,434.0,782.0,14.0,20.0,17.0,9.0,0.0,8.0,1.0,2.0,1.0,0.0,,,7.0,12.0
303,59199,04/09/2021,Fulham,Wolves,0,1,49.6,50.4,3.0,3.0,14.0,7.0,641.0,663.0,439.0,452.0,18.0,19.0,10.0,23.0,3.0,4.0,3.0,1.0,,,,,11.0,8.0
304,59200,04/10/2021,Liverpool,Aston Villa,2,1,66.3,33.7,10.0,5.0,23.0,9.0,769.0,511.0,577.0,296.0,14.0,18.0,16.0,23.0,7.0,0.0,2.0,2.0,2.0,4.0,,,16.0,11.0
305,59201,04/10/2021,Man City,Leeds,1,2,71.1,28.9,7.0,2.0,29.0,2.0,828.0,428.0,621.0,252.0,8.0,16.0,6.0,35.0,9.0,3.0,2.0,3.0,3.0,1.0,0.0,1.0,12.0,15.0
306,59202,04/11/2021,Sheffield Utd,Arsenal,0,3,45.1,54.9,2.0,5.0,7.0,14.0,609.0,731.0,469.0,577.0,16.0,12.0,19.0,11.0,2.0,4.0,2.0,3.0,1.0,1.0,,,9.0,6.0
307,59203,04/11/2021,Spurs,Man Utd,1,3,46.8,53.2,3.0,7.0,12.0,12.0,643.0,715.0,439.0,503.0,21.0,19.0,14.0,16.0,7.0,5.0,3.0,1.0,1.0,5.0,,,11.0,15.0
308,59204,04/12/2021,West Brom,Southampton,3,0,39.5,60.5,6.0,4.0,15.0,14.0,491.0,634.0,285.0,442.0,15.0,14.0,24.0,14.0,5.0,10.0,4.0,2.0,0.0,1.0,,,12.0,11.0
309,59205,04/11/2021,West Ham,Leicester,3,2,36.3,63.7,4.0,5.0,4.0,15.0,551.0,812.0,365.0,629.0,10.0,13.0,23.0,8.0,1.0,9.0,3.0,1.0,3.0,3.0,,,7.0,13.0
310,59206,04/18/2021,Arsenal,Fulham,1,1,69.5,30.5,5.0,1.0,18.0,3.0,804.0,448.0,633.0,286.0,18.0,12.0,6.0,32.0,11.0,1.0,5.0,0.0,0.0,3.0,,,9.0,11.0
311,59207,04/21/2021,Aston Villa,Man City,1,2,28.0,72.0,3.0,3.0,8.0,13.0,441.0,950.0,304.0,806.0,12.0,5.0,20.0,7.0,1.0,11.0,1.0,2.0,0.0,1.0,1.0,1.0,12.0,7.0
312,59208,04/20/2021,Chelsea,Brighton,0,0,64.4,35.6,4.0,2.0,7.0,11.0,924.0,583.0,740.0,410.0,8.0,25.0,9.0,6.0,0.0,3.0,3.0,0.0,2.0,0.0,0.0,1.0,8.0,9.0
313,59209,04/16/2021,Everton,Spurs,2,2,52.8,47.2,7.0,3.0,18.0,12.0,706.0,644.0,502.0,450.0,22.0,19.0,22.0,13.0,6.0,3.0,2.0,0.0,1.0,1.0,,,8.0,8.0
314,59210,04/19/2021,Leeds,Liverpool,1,1,61.9,38.1,5.0,7.0,12.0,17.0,737.0,539.0,525.0,322.0,23.0,15.0,17.0,29.0,10.0,8.0,0.0,4.0,2.0,1.0,,,7.0,15.0
315,59211,04/22/2021,Leicester,West Brom,3,0,72.7,27.3,7.0,1.0,17.0,4.0,869.0,419.0,706.0,255.0,19.0,10.0,7.0,18.0,7.0,3.0,1.0,0.0,0.0,2.0,,,13.0,12.0
316,59212,04/18/2021,Man Utd,Burnley,3,1,69.4,30.6,9.0,3.0,17.0,10.0,796.0,425.0,610.0,266.0,13.0,15.0,16.0,29.0,8.0,3.0,2.0,4.0,1.0,2.0,,,9.0,12.0
317,59213,04/17/2021,Newcastle,West Ham,3,2,34.6,65.4,8.0,6.0,16.0,16.0,466.0,716.0,272.0,510.0,16.0,11.0,33.0,7.0,3.0,8.0,2.0,0.0,2.0,0.0,0.0,1.0,9.0,7.0
318,59214,05/11/2021,Southampton,Crystal Palace,3,1,62.7,37.3,6.0,4.0,13.0,11.0,716.0,501.0,531.0,311.0,13.0,17.0,22.0,17.0,12.0,8.0,1.0,2.0,2.0,3.0,,,20.0,13.0
319,59215,04/17/2021,Wolves,Sheffield Utd,1,0,47.5,52.5,5.0,2.0,10.0,8.0,661.0,682.0,479.0,512.0,15.0,19.0,21.0,9.0,3.0,3.0,2.0,2.0,1.0,2.0,,,8.0,15.0
320,59216,04/23/2021,Arsenal,Everton,0,1,59.1,40.9,3.0,1.0,14.0,8.0,804.0,590.0,627.0,438.0,10.0,19.0,10.0,18.0,7.0,3.0,2.0,1.0,1.0,3.0,,,13.0,10.0
321,59217,04/25/2021,Aston Villa,West Brom,2,2,70.2,29.8,11.0,4.0,24.0,10.0,756.0,424.0,551.0,240.0,13.0,10.0,14.0,28.0,11.0,4.0,2.0,1.0,0.0,2.0,,,14.0,9.0
322,59218,03/04/2021,Fulham,Spurs,0,1,59.6,40.4,3.0,2.0,11.0,9.0,754.0,562.0,544.0,378.0,11.0,21.0,5.0,31.0,4.0,1.0,4.0,2.0,2.0,1.0,,,13.0,9.0
323,59219,04/25/2021,Leeds,Man Utd,0,0,44.2,55.8,3.0,4.0,6.0,16.0,571.0,723.0,385.0,483.0,30.0,16.0,17.0,14.0,2.0,6.0,2.0,0.0,4.0,1.0,,,21.0,11.0
324,59220,04/26/2021,Leicester,Crystal Palace,2,1,66.8,33.2,5.0,2.0,13.0,4.0,780.0,472.0,598.0,300.0,19.0,13.0,12.0,14.0,7.0,2.0,2.0,3.0,0.0,1.0,,,13.0,12.0
325,59221,04/24/2021,Liverpool,Newcastle,1,1,68.5,31.5,9.0,4.0,22.0,7.0,979.0,558.0,793.0,350.0,21.0,15.0,14.0,15.0,6.0,3.0,1.0,4.0,2.0,1.0,,,9.0,7.0
326,59222,03/10/2021,Man City,Southampton,5,2,58.3,41.7,10.0,6.0,17.0,11.0,848.0,627.0,673.0,481.0,8.0,22.0,10.0,11.0,5.0,5.0,1.0,4.0,1.0,0.0,,,6.0,4.0
327,59223,04/24/2021,Sheffield Utd,Brighton,1,0,31.5,68.5,3.0,4.0,7.0,17.0,457.0,844.0,295.0,640.0,24.0,10.0,25.0,11.0,2.0,12.0,0.0,1.0,3.0,0.0,,,13.0,7.0
328,59224,04/24/2021,West Ham,Chelsea,0,1,44.5,55.5,2.0,6.0,9.0,17.0,634.0,776.0,447.0,566.0,18.0,22.0,14.0,23.0,4.0,2.0,3.0,3.0,0.0,4.0,1.0,0.0,9.0,11.0
329,59225,04/25/2021,Wolves,Burnley,0,4,59.2,40.8,2.0,7.0,12.0,14.0,663.0,519.0,474.0,325.0,16.0,15.0,16.0,13.0,8.0,5.0,2.0,2.0,1.0,2.0,,,8.0,9.0
330,59226,05/01/2021,Brighton,Leeds,2,0,41.9,58.1,5.0,2.0,17.0,11.0,535.0,668.0,351.0,466.0,11.0,17.0,25.0,13.0,2.0,9.0,0.0,1.0,1.0,1.0,,,17.0,6.0
331,59227,05/03/2021,Burnley,West Ham,1,2,44.6,55.4,3.0,4.0,8.0,22.0,593.0,734.0,426.0,544.0,8.0,10.0,15.0,31.0,5.0,4.0,2.0,2.0,2.0,1.0,,,4.0,8.0
332,59228,05/01/2021,Chelsea,Fulham,2,0,48.7,51.3,5.0,3.0,9.0,10.0,699.0,736.0,511.0,521.0,24.0,21.0,25.0,8.0,1.0,8.0,7.0,1.0,1.0,1.0,,,15.0,8.0
333,59229,05/01/2021,Crystal Palace,Man City,0,2,30.0,70.0,4.0,3.0,9.0,20.0,506.0,887.0,294.0,696.0,18.0,20.0,18.0,10.0,2.0,6.0,3.0,1.0,2.0,0.0,,,9.0,10.0
334,59230,05/01/2021,Everton,Aston Villa,1,2,47.5,52.5,3.0,5.0,16.0,13.0,607.0,664.0,421.0,469.0,20.0,15.0,15.0,18.0,3.0,6.0,2.0,2.0,0.0,2.0,,,10.0,13.0
335,59231,05/13/2021,Man Utd,Liverpool,2,4,53.3,46.7,3.0,8.0,18.0,17.0,714.0,656.0,511.0,454.0,22.0,16.0,12.0,18.0,6.0,4.0,1.0,1.0,3.0,0.0,,,10.0,12.0
336,59232,05/02/2021,Newcastle,Arsenal,0,2,38.6,61.4,1.0,5.0,5.0,19.0,539.0,787.0,396.0,641.0,12.0,6.0,13.0,12.0,3.0,7.0,1.0,1.0,2.0,1.0,1.0,0.0,10.0,9.0
337,59233,04/30/2021,Southampton,Leicester,1,1,29.2,70.8,3.0,9.0,5.0,23.0,458.0,820.0,272.0,633.0,14.0,19.0,32.0,5.0,0.0,10.0,1.0,5.0,1.0,0.0,1.0,0.0,9.0,13.0
338,59234,05/02/2021,Spurs,Sheffield Utd,4,0,65.8,34.2,11.0,1.0,20.0,8.0,890.0,514.0,715.0,356.0,11.0,13.0,13.0,14.0,6.0,6.0,3.0,0.0,1.0,1.0,,,8.0,9.0
339,59235,05/03/2021,West Brom,Wolves,1,1,42.4,57.6,4.0,10.0,10.0,20.0,547.0,676.0,339.0,467.0,21.0,20.0,18.0,16.0,5.0,6.0,1.0,2.0,2.0,0.0,,,17.0,11.0
340,59236,05/09/2021,Arsenal,West Brom,3,1,65.7,34.3,7.0,1.0,15.0,12.0,747.0,455.0,576.0,288.0,11.0,14.0,25.0,12.0,6.0,6.0,1.0,2.0,1.0,2.0,,,7.0,9.0
341,59237,05/09/2021,Aston Villa,Man Utd,1,3,41.1,58.9,5.0,7.0,11.0,18.0,560.0,738.0,383.0,563.0,14.0,10.0,20.0,19.0,5.0,6.0,,,1.0,1.0,1.0,0.0,13.0,18.0
342,59238,05/10/2021,Fulham,Burnley,0,2,68.0,32.0,3.0,5.0,21.0,14.0,755.0,462.0,521.0,253.0,16.0,17.0,13.0,42.0,8.0,4.0,4.0,1.0,2.0,0.0,,,11.0,10.0
343,59239,05/08/2021,Leeds,Spurs,3,1,53.3,46.7,7.0,3.0,16.0,11.0,656.0,606.0,442.0,395.0,20.0,15.0,21.0,17.0,8.0,6.0,1.0,2.0,1.0,2.0,,,12.0,10.0
344,59240,05/07/2021,Leicester,Newcastle,2,4,68.3,31.7,9.0,6.0,25.0,14.0,799.0,469.0,596.0,274.0,13.0,9.0,14.0,38.0,9.0,6.0,2.0,1.0,1.0,1.0,,,12.0,9.0
345,59241,05/08/2021,Liverpool,Southampton,2,0,54.1,45.9,6.0,6.0,14.0,12.0,757.0,663.0,557.0,480.0,15.0,18.0,15.0,18.0,8.0,4.0,4.0,1.0,0.0,1.0,,,10.0,6.0
346,59242,05/08/2021,Man City,Chelsea,1,2,48.3,51.7,4.0,5.0,16.0,12.0,711.0,738.0,537.0,580.0,18.0,15.0,11.0,11.0,6.0,2.0,1.0,5.0,2.0,0.0,,,12.0,10.0
347,59243,05/08/2021,Sheffield Utd,Crystal Palace,0,2,49.8,50.2,0.0,8.0,7.0,21.0,618.0,623.0,412.0,423.0,22.0,21.0,18.0,11.0,5.0,11.0,2.0,1.0,1.0,1.0,,,11.0,8.0
348,59244,05/09/2021,West Ham,Everton,0,1,68.6,31.4,0.0,3.0,11.0,9.0,809.0,471.0,606.0,278.0,16.0,24.0,11.0,34.0,5.0,6.0,2.0,2.0,2.0,1.0,,,8.0,10.0
349,59245,05/09/2021,Wolves,Brighton,2,1,60.7,39.3,6.0,3.0,16.0,5.0,752.0,567.0,569.0,373.0,14.0,15.0,12.0,27.0,10.0,5.0,0.0,2.0,2.0,2.0,0.0,2.0,12.0,7.0
350,59246,05/15/2021,Brighton,West Ham,1,1,51.1,48.9,2.0,3.0,10.0,15.0,732.0,713.0,595.0,552.0,9.0,6.0,18.0,6.0,3.0,3.0,0.0,2.0,1.0,0.0,,,7.0,5.0
351,59247,05/15/2021,Burnley,Leeds,0,4,48.2,51.8,4.0,6.0,16.0,16.0,586.0,611.0,418.0,440.0,12.0,11.0,20.0,23.0,6.0,8.0,2.0,6.0,1.0,1.0,,,10.0,10.0
352,59248,05/16/2021,Everton,Sheffield Utd,0,1,62.4,37.6,6.0,3.0,16.0,10.0,824.0,573.0,635.0,385.0,21.0,14.0,15.0,26.0,11.0,4.0,0.0,3.0,1.0,3.0,,,8.0,12.0
353,59249,05/11/2021,Man Utd,Leicester,1,2,53.1,46.9,1.0,3.0,4.0,12.0,728.0,650.0,561.0,491.0,12.0,17.0,14.0,9.0,3.0,4.0,3.0,0.0,,,,,9.0,12.0
354,59250,05/16/2021,West Brom,Liverpool,1,2,23.7,76.3,3.0,6.0,9.0,26.0,399.0,886.0,200.0,699.0,16.0,8.0,32.0,17.0,9.0,13.0,3.0,2.0,,,,,7.0,14.0
355,59251,05/12/2021,Chelsea,Arsenal,0,1,67.7,32.3,5.0,2.0,19.0,5.0,938.0,532.0,765.0,369.0,4.0,14.0,5.0,37.0,9.0,1.0,4.0,2.0,0.0,1.0,,,7.0,6.0
356,59252,05/16/2021,Crystal Palace,Aston Villa,3,2,45.5,54.5,8.0,5.0,23.0,19.0,533.0,625.0,325.0,393.0,15.0,13.0,22.0,30.0,7.0,7.0,2.0,2.0,3.0,2.0,,,23.0,13.0
357,59253,05/14/2021,Newcastle,Man City,3,4,17.9,82.1,5.0,6.0,11.0,15.0,353.0,1093.0,195.0,925.0,13.0,21.0,21.0,13.0,4.0,5.0,1.0,0.0,2.0,2.0,,,11.0,10.0
358,59254,05/15/2021,Southampton,Fulham,3,1,46.2,53.8,7.0,3.0,11.0,10.0,673.0,740.0,470.0,547.0,19.0,23.0,14.0,14.0,6.0,5.0,3.0,1.0,0.0,1.0,,,9.0,15.0
359,59255,05/16/2021,Spurs,Wolves,2,0,61.9,38.1,13.0,3.0,24.0,15.0,765.0,547.0,584.0,360.0,11.0,20.0,6.0,23.0,10.0,3.0,2.0,3.0,1.0,0.0,,,8.0,11.0
360,59256,05/18/2021,Brighton,Man City,3,2,62.7,37.3,6.0,4.0,19.0,8.0,782.0,532.0,607.0,361.0,18.0,15.0,10.0,25.0,5.0,3.0,3.0,1.0,3.0,3.0,0.0,1.0,13.0,11.0
361,59257,05/19/2021,Burnley,Liverpool,0,3,41.2,58.8,4.0,3.0,10.0,20.0,560.0,777.0,389.0,584.0,14.0,15.0,14.0,41.0,6.0,7.0,1.0,1.0,,,,,10.0,7.0
362,59258,05/18/2021,Chelsea,Leicester,2,1,58.6,41.4,6.0,3.0,17.0,7.0,760.0,568.0,549.0,381.0,19.0,23.0,18.0,15.0,6.0,5.0,1.0,0.0,2.0,5.0,,,15.0,16.0
363,59259,05/19/2021,Crystal Palace,Arsenal,1,3,31.3,68.7,6.0,3.0,12.0,6.0,455.0,791.0,258.0,603.0,20.0,8.0,23.0,18.0,6.0,7.0,3.0,2.0,2.0,1.0,,,7.0,7.0
364,59260,05/19/2021,Everton,Wolves,1,0,41.0,59.0,4.0,3.0,14.0,9.0,580.0,750.0,377.0,528.0,21.0,12.0,33.0,10.0,7.0,12.0,,,0.0,2.0,,,11.0,11.0
365,59261,05/18/2021,Man Utd,Fulham,1,1,57.1,42.9,6.0,5.0,13.0,8.0,721.0,599.0,544.0,410.0,13.0,25.0,9.0,20.0,6.0,1.0,4.0,1.0,2.0,3.0,,,10.0,15.0
366,59262,05/19/2021,Newcastle,Sheffield Utd,1,0,50.9,49.1,5.0,1.0,16.0,11.0,678.0,622.0,487.0,462.0,8.0,17.0,20.0,15.0,5.0,2.0,2.0,4.0,0.0,2.0,,,7.0,7.0
367,59263,05/18/2021,Southampton,Leeds,0,2,51.3,48.7,3.0,7.0,18.0,15.0,620.0,588.0,392.0,375.0,23.0,35.0,13.0,14.0,4.0,4.0,2.0,1.0,0.0,3.0,,,10.0,12.0
368,59264,05/19/2021,Spurs,Aston Villa,1,2,60.8,39.2,4.0,4.0,10.0,20.0,759.0,570.0,569.0,367.0,21.0,18.0,14.0,15.0,4.0,5.0,2.0,3.0,1.0,1.0,,,14.0,13.0
369,59265,05/19/2021,West Brom,West Ham,1,3,52.5,47.5,4.0,9.0,14.0,21.0,558.0,530.0,357.0,326.0,10.0,16.0,21.0,34.0,6.0,8.0,2.0,1.0,2.0,2.0,,,8.0,11.0
370,59266,05/23/2021,Arsenal,Brighton,2,0,53.9,46.1,5.0,1.0,16.0,5.0,727.0,645.0,565.0,489.0,14.0,17.0,10.0,18.0,11.0,3.0,2.0,1.0,,,,,10.0,8.0
371,59267,05/23/2021,Aston Villa,Chelsea,2,1,28.8,71.2,3.0,7.0,6.0,23.0,431.0,797.0,250.0,598.0,14.0,18.0,36.0,6.0,2.0,9.0,0.0,2.0,3.0,4.0,0.0,1.0,11.0,12.0
372,59268,05/23/2021,Fulham,Newcastle,0,2,64.3,35.7,0.0,4.0,14.0,10.0,778.0,517.0,596.0,333.0,18.0,13.0,13.0,30.0,5.0,4.0,1.0,0.0,1.0,0.0,,,12.0,6.0
373,59269,05/23/2021,Leeds,West Brom,3,1,64.4,35.6,9.0,5.0,17.0,14.0,685.0,465.0,499.0,268.0,21.0,19.0,11.0,17.0,8.0,3.0,3.0,3.0,2.0,1.0,,,12.0,12.0
374,59270,05/23/2021,Leicester,Spurs,2,4,47.0,53.0,6.0,4.0,10.0,11.0,651.0,710.0,444.0,492.0,28.0,18.0,14.0,13.0,8.0,7.0,3.0,1.0,0.0,2.0,,,9.0,8.0
375,59271,05/23/2021,Liverpool,Crystal Palace,2,0,69.6,30.4,5.0,4.0,19.0,5.0,780.0,427.0,588.0,263.0,15.0,24.0,5.0,21.0,14.0,1.0,2.0,1.0,2.0,2.0,,,10.0,8.0
376,59272,05/23/2021,Man City,Everton,5,0,67.7,32.3,11.0,3.0,21.0,8.0,893.0,489.0,725.0,340.0,10.0,12.0,10.0,18.0,7.0,5.0,1.0,1.0,2.0,2.0,,,8.0,10.0
377,59273,05/23/2021,Sheffield Utd,Burnley,1,0,43.0,57.0,3.0,3.0,12.0,10.0,552.0,664.0,361.0,482.0,19.0,16.0,29.0,19.0,8.0,9.0,2.0,1.0,3.0,1.0,,,11.0,1.0
378,59274,05/23/2021,West Ham,Southampton,3,0,36.9,63.1,7.0,5.0,14.0,17.0,483.0,715.0,300.0,534.0,12.0,23.0,12.0,11.0,2.0,3.0,5.0,2.0,0.0,3.0,,,5.0,9.0
